#, Accuracy
1, 3.258
2, 19.283
3, 32.392
4, 41.292
5, 47.808
6, 52.042
7, 55.083
8, 57.367
9, 59.600
10, 61.458
11, 62.567
12, 64.058
13, 65.283
14, 66.383
15, 67.033
16, 67.858
17, 68.450
18, 69.733
19, 70.408
20, 70.783
21, 71.517
22, 71.908
23, 71.992
24, 72.775
25, 72.992
26, 73.508
27, 73.967
28, 73.892
29, 74.417
30, 75.242
31, 75.092
32, 75.633
33, 75.550
34, 76.225
35, 76.242
36, 76.533
37, 76.967
38, 77.058
39, 76.983
40, 77.692
41, 77.767
42, 77.867
43, 77.708
44, 78.108
45, 78.433
46, 78.558
47, 78.517
48, 78.667
49, 79.042
50, 79.258
51, 79.492
52, 79.283
53, 79.600
54, 79.933
55, 79.400
56, 79.700
57, 80.108
58, 80.108
59, 80.125
60, 80.442
61, 80.275
62, 80.500
63, 81.125
64, 80.500
65, 81.458
66, 80.742
67, 81.033
68, 80.783
69, 81.200
70, 81.367
71, 81.483
72, 81.567
73, 81.792
74, 81.667
75, 81.983
76, 81.883
77, 82.158
78, 82.033
79, 81.842
80, 82.233
81, 82.117
82, 82.200
83, 82.625
84, 82.583
85, 82.542
86, 82.750
87, 82.650
88, 82.575
89, 82.808
90, 82.667
91, 82.925
92, 82.800
93, 83.167
94, 82.883
95, 83.233
96, 83.383
97, 83.508
98, 83.442
99, 83.458
100, 83.600
101, 83.333
102, 83.300
103, 83.600
104, 83.842
105, 83.900
106, 84.167
107, 83.958
108, 84.508
109, 84.100
110, 84.233
111, 84.242
112, 84.233
113, 83.958
114, 84.458
115, 84.567
116, 84.575
117, 84.408
118, 84.542
119, 84.658
120, 84.650
121, 84.992
122, 84.608
123, 84.683
124, 85.058
125, 85.050
126, 85.025
127, 85.283
128, 84.950
129, 85.150
130, 84.958
131, 84.992
132, 84.925
133, 84.767
134, 84.992
135, 85.333
136, 85.292
137, 85.183
138, 85.250
139, 85.392
140, 85.142
141, 85.167
142, 85.508
143, 85.575
144, 85.558
145, 85.583
146, 85.967
147, 85.725
148, 85.550
149, 85.633
150, 85.458
151, 85.867
152, 85.817
153, 86.150
154, 85.858
155, 85.900
156, 86.033
157, 85.992
158, 85.750
159, 85.992
160, 85.992
161, 85.875
162, 85.917
163, 85.933
164, 86.525
165, 86.083
166, 86.217
167, 86.533
168, 86.225
169, 86.342
170, 86.542
171, 86.600
172, 86.475
173, 86.292
174, 86.475
175, 86.517
176, 86.583
177, 86.733
178, 86.700
179, 86.517
180, 86.367
181, 86.850
182, 86.750
183, 86.775
184, 86.533
185, 86.667
186, 87.042
187, 86.908
188, 86.317
189, 86.583
190, 86.983
191, 87.042
192, 87.025
193, 87.417
194, 87.133
195, 87.100
196, 87.200
197, 87.125
198, 87.167
199, 87.467
200, 87.158
201, 87.267
202, 87.142
203, 87.508
204, 87.767
205, 87.417
206, 87.833
207, 87.458
208, 87.300
209, 87.158
210, 87.800
211, 87.725
212, 87.492
213, 87.683
214, 87.433
215, 87.800
216, 87.842
217, 87.617
218, 87.725
219, 87.942
220, 87.583
221, 87.758
222, 87.775
223, 87.992
224, 87.850
225, 87.642
226, 87.892
227, 87.875
228, 88.008
229, 87.658
230, 87.967
231, 87.850
232, 88.117
233, 87.917
234, 88.075
235, 88.250
236, 88.075
237, 88.017
238, 87.967
239, 88.108
240, 88.058
241, 87.892
242, 88.242
243, 87.958
244, 88.433
245, 88.225
246, 88.650
247, 87.925
248, 88.283
249, 88.450
250, 88.158
251, 88.258
252, 88.558
253, 88.250
254, 88.475
255, 88.558
256, 88.358
257, 88.375
258, 88.692
259, 88.717
260, 88.367
261, 88.258
262, 88.675
263, 88.375
264, 88.575
265, 88.567
266, 88.792
267, 88.367
268, 88.433
269, 88.967
270, 88.483
271, 88.475
272, 88.967
273, 89.008
274, 88.542
275, 88.600
276, 88.767
277, 89.017
278, 88.975
279, 88.817
280, 88.767
281, 89.067
282, 88.600
283, 88.867
284, 88.733
285, 88.633
286, 88.850
287, 88.933
288, 88.733
289, 88.950
290, 88.692
291, 88.900
292, 88.558
293, 89.008
294, 88.858
295, 88.767
296, 88.850
297, 89.133
298, 89.075
299, 88.883
300, 89.175
301, 89.050
302, 89.008
303, 89.000
304, 89.058
305, 89.167
306, 89.783
307, 89.467
308, 89.467
309, 89.258
310, 89.175
311, 89.542
312, 89.550
313, 89.392
314, 89.333
315, 89.092
316, 89.167
317, 89.283
318, 89.075
319, 89.467
320, 89.450
321, 89.050
322, 89.300
323, 89.800
324, 89.183
325, 89.208
326, 89.408
327, 89.542
328, 89.842
329, 89.775
330, 89.742
331, 89.283
332, 89.550
333, 89.342
334, 89.325
335, 89.492
336, 90.000
337, 89.342
338, 89.825
339, 90.050
340, 89.342
341, 89.617
342, 89.567
343, 89.825
344, 89.475
345, 89.767
346, 89.525
347, 89.350
348, 89.683
349, 89.775
350, 89.533
351, 89.700
352, 89.883
353, 89.642
354, 89.967
355, 90.025
356, 89.800
357, 89.875
358, 89.675
359, 90.008
360, 89.575
361, 90.083
362, 89.708
363, 89.792
364, 89.583
365, 89.817
366, 89.558
367, 89.792
368, 89.775
369, 89.817
370, 90.075
371, 90.433
372, 90.025
373, 89.967
374, 90.000
375, 89.942
376, 90.483
377, 89.817
378, 90.117
379, 90.325
380, 90.242
381, 90.333
382, 90.317
383, 90.117
384, 90.442
385, 90.108
386, 90.200
387, 90.083
388, 90.467
389, 89.958
390, 90.383
391, 90.475
392, 90.033
393, 90.275
394, 90.467
395, 90.308
396, 90.108
397, 90.192
398, 90.483
399, 90.383
400, 90.275
